priority,show,exhibitor,amazon_presence_summary,smartscout_brand,monthly_revenue_usd,total_products,avg_rating,total_reviews,primary_subcategory,amazon_url,search_term,org_type_flag,smartscout_checked,match_confidence,other_candidates,google_amazon_presence,google_note,amazon_direct_search,amazon_direct_search_note,amazon_brand_name,amazon_store_url,amazon_sold_by,amazon_verified,SS_Brand_Match,SS_Match_Confidence,SS_Category,SS_Subcategory,SS_Monthly_Revenue,SS_TTM_Revenue,SS_Total_Products,SS_Total_Reviews,SS_Avg_Rating,SS_Avg_Price,SS_Avg_Sellers,SS_Single_Seller_Name,SS_Amazon_1P_Pct,SS_MoM_Growth,SS_12M_MoM_Growth,SS_Has_Storefront,SS_Storefront_URL,SS_Top_Products,SS_Seller_Coverage,SS_Seller_Count,SS_Seller_Type,SS_Reseller_Share_Pct,Angle,Angle_Data_Points,Subject,Email,QA_Flags,Processed_At
1 - Confirmed on Amazon,FNCE 2025,Four Sigmatic,YES on Amazon (SmartScout),Four Sigmatic,1440770.33,125.0,4.28,65161.0,Ground Coffee,,Four Sigmatic,,Yes,exact,,,,Not needed,,,,,SmartScout,Four Sigmatic,exact,Grocery & Gourmet Food,Ground Coffee,1440770.33,23054352.63,125,65161,4.28,35.42,2.3,Amazon.com,61.8,-0.078,-0.108,False,,"Four Sigmatic Organic Focus Mushroom Ground Coffee, Dark Roast, 12oz | B0756D1D39 | $225,108; Four Sigmatic Mushroom Coffee K-Cups, 24 Count | B0883VBNHC | $189,467; Four Sigmatic Gut Health Organic Ground Coffee, Medium Roast, 12oz | B087YHP3HQ | $104,123; Four Sigmatic Organic Plant-Based Protein Powder, Creamy Cacao | B08GN81SLF | $55,920; Four Sigmatic Organic Vegan Protein Powder, Vanilla | B08GNB94B9 | $54,700",Amazon.com: 61.8%; Montaukave: 23.1%; KOJAT: 6.0%; Pantry Provisions: 3.0%; GrandioseGoods: 2.7%,6,Mixed,35.8,Third-party resellers ~38% (Montaukave 23% and growing) while brand trend is down,"Amazon 1P 61.8%; Montaukave 23.1% = ~$331k/mo on 41 offers, MoM +6.4 pts; reseller share ~38%; 12M MoM -10.8%",Four Sigmatic third-party sellers,"Hi {{first_name}},

Saw that Four Sigmatic exhibited at FNCE last year.

From what we can see, close to 40% of Four Sigmatic's Amazon revenue is going through third-party sellers. One of them, Montaukave, looks like roughly $330k a month on about 40 of your listings, and their share is growing month over month while the brand's overall trend is slightly down.

That is pricing, Buy Box and content on your best sellers sitting with someone else.

We manage Amazon for brands end to end, including strategy, content, advertising, inventory and operations.

Open to a 20 minute look at the reseller side?

Yoni
",,2026-09-25T14:36:48
1 - Confirmed on Amazon,FNCE 2025,Lakanto,YES on Amazon (SmartScout),Lakanto,1436990.55,147.0,4.26,207056.0,Stevia Sugar Substitutes,,Lakanto,,Yes,exact,,,,Not needed,,,,,SmartScout,Lakanto,exact,Grocery & Gourmet Food,Stevia Sugar Substitutes,1436990.55,19967626.63,147,207056,4.26,41.44,1.72,Lakanto,3.0,-0.076,0.048,False,,"Lakanto Classic Monk Fruit Sweetener with Allulose, 3 LB | B0CLBVY6VY | $203,039; Lakanto Classic Monk Fruit Sweetener with Erythritol, 5 Lb | B098H7XWQ6 | $184,974; Lakanto Classic Monk Fruit Sweetener with Erythritol, 3 lb | B01LDNBAC4 | $99,207; Lakanto Liquid Monk Fruit Extract Drops, Original, 1.76 Fl Oz | B072P5SQMN | $92,843; Lakanto Classic Monk Fruit Sweetener, 1.76 lb Pack of 3 | B09RSSPLK3 | $49,346",Saraya USA (Lakanto): 89.6%; Amazon.com: 3.0%; Whole Foods Market: 2.8%; HAVE A GREAT DAY!: 1.7%; KOJAT: 1.1%,6,Brand direct,6.3,"Brand direct, large review base, flat 12-month trend and down last month; under-worked channel",Brand direct (Saraya USA) 89.6%; monthly rev ~$1.44M; 207k reviews; 12M MoM +4.8%; MoM -7.6%,Lakanto's Amazon trend,"Hi {{first_name}},

Saw that Lakanto exhibited at FNCE last year.

From what we can see, Lakanto does roughly $1.4M a month on Amazon, sold direct, with over 200,000 reviews across the catalog. The trend over the last 12 months is close to flat though, and last month was down, which for a brand with that review base usually means the channel is being maintained rather than pushed.

We manage Amazon for brands end to end, including strategy, content, advertising, inventory and operations. We helped MouthWatchers grow from roughly $40K a month to $1M a month, and it wasn't just ad spend.

Would it make sense to have a quick conversation?

Yoni
",trimmed for length,2026-09-25T14:36:48
1 - Confirmed on Amazon,FNCE 2025,OP2 Labs,YES on Amazon (SmartScout),Frog Fuel,1402568.0,6.0,4.47,7833.0,Sports Nutrition Ready to Drink Protein,https://www.amazon.com/s?i=merchant-items&me=A44HE9518P51,OP2 Labs,,Yes,close,,Yes,matched via retry 'Frog Fuel' (OP2 Labs product brand); OP2 Labs merchant storefront found,Not needed,,,,,SmartScout,Frog Fuel,exact,Health & Household,Sports Nutrition Ready to Drink Protein,1402568,17471408.65,6,7833,4.47,54,1,OP2 Labs,0,-0.129,0.184,True,https://www.amazon.com/stores/FrogFuel/page/EA28CE4E-B4B8-4778-82FF-561094E343B9,"Frog Fuel Power Liquid Protein Shot, 15g Protein, Berry, 24 pk | B010C3MQC4 | $851,520; Frog Fuel Power Energized Protein Shot, 80mg Caffeine, Berry, 24 pk | B07XGCT1TS | $251,952; Frog Fuel Ultra Energy Gel & Pre Workout Shot, 120mg Caffeine, 24 pk | B00I0MLM48 | $196,368; Frog Fuel Reset Liquid Sleep Supplement Shot, 24 pk | B07L18DT1B | $45,056; Frog Fuel Ultra Energy Gel, Caffeine Free, Berry, 24 pk | B00I0MGP2W | $45,024",OP2 Labs: 100%,1,Brand direct,0,"Strong brand direct, revenue concentrated in one listing out of six",Brand direct (OP2 Labs) 100%; monthly rev ~$1.40M; 6 products; top ASIN B010C3MQC4 ~$852k/mo,Frog Fuel's concentration on Amazon,"Hi {{first_name}},

Saw that OP2 Labs exhibited at FNCE last year.

From what we can see, Frog Fuel does roughly $1.4M a month on Amazon off only six listings, all sold direct, and one 24 pack of the Power protein shot is about $850k of that on its own. It works, but it means one listing losing rank or getting hit by a competitor moves the whole business.

We help brands build and grow their Amazon business, managing everything from strategy and setup through content, advertising, inventory and day-to-day operations.

Open to a short call on protecting and widening that base?

Yoni
",,2026-09-25T14:36:48
1 - Confirmed on Amazon,FNCE 2025,Primal Kitchen,YES on Amazon (SmartScout),Primal Kitchen,1223704.8,172.0,4.22,54943.0,Collagen Supplements,,Primal Kitchen,,Yes,exact,"Primal Kitchen's ($212.08, 1 product); Primal Kitchen / Primal Blueprint (0); Primal Kitchen Organic (0)",,,Not needed,,,,,SmartScout,Primal Kitchen,exact,Grocery & Gourmet Food,Collagen Supplements,1223704.8,16787887.64,172,54943,4.22,23.92,5.56,,24.3,-0.029,0.156,True,https://www.amazon.com/stores/PrimalKitchen/page/341775E3-9486-4E2A-9753-0A93E82A8146,"Primal Kitchen Vanilla Collagen Fuel Drink Mix, 20 Ounces | B07YN3XN7F | $77,920; Primal Kitchen Mayo made with Avocado Oil, 12 Ounces | B00ZAD36ZS | $74,482; Primal Kitchen Organic Unsweetened Squeeze Ketchup, 18.5 OZ | B0B18FYSC7 | $66,407; Primal Kitchen Vanilla Collagen Fuel Drink Mix, 14.4 Ounces | B071ZG164V | $47,978; Primal Kitchen, Buffalo Sauce, 8.5 Ounce | B08HJLD2RH | $44,697",Whole Foods Market: 32.6%; Primal Blueprint: 32.0%; Amazon.com: 24.3%; YSSG Deals: 2.8%; TheNewMall: 1.9%,6,Mixed,38.5,"Revenue split three ways (Whole Foods 33%, own Primal Blueprint account 32%, Amazon 1P 24%); fragmented control",Whole Foods Market 32.6%; Primal Blueprint 32.0%; Amazon 1P 24.3%; monthly rev ~$1.22M,Primal Kitchen's three-way Amazon split,"Hi {{first_name}},

Saw that Primal Kitchen exhibited at FNCE last year.

Looking at your listings, Primal Kitchen's Amazon revenue, roughly $1.2M a month, is split three ways: about a third through Whole Foods Market's Amazon storefront, a third through your own Primal Blueprint account, and a quarter through Amazon as the vendor. Three sellers on the same catalog usually means pricing that drifts, ads that compete with each other and content nobody fully owns.

We manage Amazon for brands end to end, including hybrid 1P/3P setups decided at the product level.

Would a 20 minute conversation on cleaning up that split be worth your time?

Yoni
",Whole Foods Market counted as third party per rules; it is Amazon-owned,2026-09-25T14:36:48
1 - Confirmed on Amazon,FNCE 2025,NuGo Nutrition,YES on Amazon (SmartScout),NuGo,1196431.27,100.0,4.42,11283.0,Sports Nutrition Protein Bars,,NuGo Nutrition,,Yes,exact,,,searched 'NuGo',Not needed,,,,,SmartScout,NuGo,exact,Health & Household,Sports Nutrition Protein Bars,1196431.27,16105068.48,100,11283,4.42,35,2.03,Amazon.com,98.4,-0.005,0.154,True,https://www.amazon.com/stores/NuGoNutrition/page/481E51A5-9207-47DC-B4B0-8E60A512B46D,"NuGo Dark, Pretzel w/SS, 12g Vegan Protein Bar, 24 Count | B07V7HKP8N | $238,909; NuGo Dark, Chocolate Chip, 12g Vegan Protein Bar, 24 Count | B07V5DZ9MX | $104,983; NuGo Dark, Mint Chocolate Chip, 13g Vegan Protein Bar, 24 CT | B07V4BCFJ4 | $81,683; NuGo Slim, Crunchy Peanut Butter, 16g Vegan Protein Bar, 24 ct | B088JQDW9S | $73,655; NuGo Slim, Chocolate Mint, 17g Vegan Protein Bar, 24 ct | B088GYH4KF | $70,812",Amazon.com: 98.4%; Whole Foods Market: 0.9%; TheNewMall: 0.2%; We've Got You covered: 0.2%; Modernparty: 0.1%,6,Amazon 1P,1.5,"Amazon 1P ~98%, no seller layer; hybrid angle",Amazon 1P 98.4%; monthly rev ~$1.20M; top ASIN NuGo Dark Pretzel 24ct ~$239k/mo,NuGo's 1P exposure on Amazon,"Hi {{first_name}},

Saw that NuGo exhibited at FNCE last year.

From what we can see, NuGo does roughly $1.2M a month on Amazon and nearly all of it, around 98%, is Amazon selling as the vendor. The NuGo Dark 24 packs carry most of that. There is no seller account underneath, so if Amazon trims a PO or reprices a flavor, there is nothing to catch it.

We manage Amazon for brands end to end, including hybrid setups where 1P stays for the volume SKUs and specific products move to Seller Central for margin and control.

Would a 20 minute conversation on the hybrid option be worth your time?

Yoni
",,2026-09-25T14:36:48
1 - Confirmed on Amazon,FNCE 2025,"GOYA FOODS INC. , Goya BetterForYou line",YES on Amazon (SmartScout),goya,1090695.25,947.0,4.45,190618.0,Mexican Seasonings,,"GOYA FOODS INC. , Goya BetterForYou line",,Yes,exact,"Amegoya, POIUGOYA, rockgoya, Goyappin (unrelated)",,matched via retry 'Goya',Not needed,,,,,SmartScout,goya,exact,Grocery & Gourmet Food,Mexican Seasonings,1091056.56,14215734.37,947,190623,4.45,32.12,2.35,,64.2,0.076,-0.013,True,https://www.amazon.com/stores/Goya/page/A77AE1AA-DC0C-4085-8C45-F76F342AA2F0,"Goya Foods Chick Peas, Garbanzo Beans, 15.5 Ounce (Pack of 8) | B07TL6CDMX | $48,575; Goya Black Beans, 15.5 Ounce Pack of 8 | B01ALQKTKS | $37,126; Goya Sazon Seasoning With Azafran 3.52 Ounce (Pack of 3) | B0B94PSYR4 | $25,432; Goya Foods Red Kidney Beans, 15.5 Ounce (Pack of 8) | B078NCN36G | $24,027; Goya Thai Jasmine Rice 5 lbs | B0047249YA | $21,991",Amazon.com: 64.2%; Authorized Goya Seller: 11.9%; HAVE A GREAT DAY!: 4.5%; Product Planet Inc: 2.6%; Flexi Ventures 26 Years On-Line: 2.2%,6,Mixed,10.8,Large catalog with ~24% third-party reseller share; BetterForYou line not visible among top sellers,Amazon 1P 64.2%; Authorized Goya Seller 11.9%; reseller share ~24%; 947 products; monthly rev ~$1.09M,Goya BetterForYou on Amazon,"Hi {{first_name}},

Saw that Goya exhibited at FNCE last year.

Looking at Goya's Amazon listings overall, roughly a quarter of the revenue is going through third-party sellers rather than Amazon or the authorized Goya account, spread across a catalog of about 950 products. The top sellers are still pantry staples like chickpeas and black beans, and we don't see the BetterForYou products anywhere near the top of the catalog.

We manage Amazon for brands end to end, including strategy, content, advertising, inventory and operations.

Would a 20 minute look at how BetterForYou could be built out on Amazon be useful?

Yoni
",exhibitor is the BetterForYou line; SmartScout data covers the whole Goya brand; final QA: opener normalized to standard FNCE line,2026-09-25T14:36:48
1 - Confirmed on Amazon,FNCE 2025,Pendulum,YES on Amazon (SmartScout),Pendulum,1081696.58,7.0,4.19,3369.0,Probiotic Nutritional Supplements,,Pendulum,,Yes,exact,"Healing with Pendulum, Pendulum Ent. (unrelated)",,,Not needed,,,,,SmartScout,Pendulum,exact,Health & Household,Probiotic Nutritional Supplements,1081696.58,18731493.6,7,3369,4.19,88.95,1.14,"Pendulum Therapeutics, Inc.",0,0.002,0.612,True,https://www.amazon.com/stores/Pendulum/page/4FA52738-E3C8-4508-B5E0-CA2D0653EB9F,"Pendulum Akkermansia Probiotic with Prebiotic Fiber, 30 Capsules | B0B3GF96C3 | $326,528; Pendulum Metabolic Daily Multi-Strain Probiotic, 30 Capsules | B0BRM7S31J | $304,209; Pendulum Akkermansia Probiotic, 90 Capsules | B0CGJWF7SN | $182,515; Pendulum GLP-1 Probiotic, 30 Capsules | B0CY3VZDYP | $124,874; Pendulum Metabolic Daily with Akkermansia, 90 Servings | B0CGKG1WTN | $113,930","Pendulum Therapeutics, Inc.: 100%",1,Brand direct,0,Strong growing brand direct on seven listings; protect and scale,Brand direct 100%; monthly rev ~$1.08M; 7 products; 12M MoM +61%; avg price ~$89,Pendulum's growth on Amazon,"Hi {{first_name}},

Saw that Pendulum exhibited at FNCE last year.

From what we can see, Pendulum is doing roughly $1.1M a month on Amazon off seven listings, all sold direct, with strong growth over the last year. Akkermansia and Metabolic Daily carry most of it. At that pace the questions become how much of the growth is paid, how you hold the GLP-1 and Akkermansia search terms, and whether Subscribe & Save is doing its job on a $90 product.

We help brands launch, manage and grow on Amazon, supporting the full channel from strategy through execution.

Open to a short call to compare notes on it?

Yoni
",,2026-09-25T14:36:48
1 - Confirmed on Amazon,FNCE 2025,Jones & Bartlett Learning,YES on Amazon (SmartScout),Jones & Bartlett Learning,906972.37,873.0,4.57,117055.0,Firefighting & Prevention,,Jones & Bartlett Learning,,Yes,exact,"Jones & Bartlett Learning, LLC (0)",,,Not needed,,,,,SmartScout,Jones & Bartlett Learning,exact,Books,Firefighting & Prevention,905662.52,2160626.55,869,116651,4.57,83.81,8.55,,18.1,0.673,-0.979,False,,"Ugly's Electrical References, 2026 Edition | 1284315754 | $10,956; Emergency Care and Transportation of the Sick and Injured | 128432513X | $9,649; Nancy Caroline's Emergency Care in the Streets | 128425674X | $9,346; Sanders' Paramedic Textbook with Navigate Essentials Access | 1284277534 | $6,806; NASM Essentials of Personal Fitness Training | 1284200884 | $5,088",itemspopularsonlineaindemand: 31.4%; Amazon.com: 18.1%; New-Books: 6.2%; Tome Dealers: 4.5%; studentbargains3: 4.4%,6,Mixed,50.6,"Publisher: ~82% via resellers, largest seller a third party at 31%, no publisher account visible",itemspopularsonlineaindemand 31.4%; Amazon 18.1%; reseller share ~82%; monthly rev ~$906k; 869 products,Jones & Bartlett titles on Amazon,"Hi {{first_name}},

Saw that Jones & Bartlett Learning exhibited at FNCE last year.

From what we can see, Jones & Bartlett titles do somewhere around $900k a month on Amazon, and only about a fifth of that is sold by Amazon itself. The largest seller of your books there is a third-party reseller at roughly 30%, and we don't see a Jones & Bartlett seller account at all.

For a publisher that means the new copy Buy Box, pricing and content on your top titles are largely in other hands.

We manage Amazon for brands end to end, including strategy, content, advertising, inventory and operations.

Open to a short call on it?

Yoni
","education publisher, weaker fit for consumer brand pitch; reseller share includes used-book sellers; trimmed for length",2026-09-25T14:36:48
1 - Confirmed on Amazon,FNCE 2025,Jovial Foods,YES on Amazon (SmartScout),Jovial,902621.01,171.0,4.49,47750.0,Wheat Flours & Meals,,Jovial Foods,,Yes,close,"Jovial Foods (0 rev, 1 product); Jovial Crushed Tomatoes (6x18.3 Oz) ($13,041.47, 1 product)",,matched via retry 'Jovial',Not needed,,,,,SmartScout,Jovial,exact,Grocery & Gourmet Food,Wheat Flours & Meals,890670.15,13675512.26,171,47734,4.49,34.53,1.77,Healthy Pantry,4.6,0.026,0.252,False,,"Jovial Organic Einkorn Unbleached All Purpose Flour, 10 Lb | B00K1GFA76 | $68,504; Jovial Organic Einkorn Unbleached All Purpose Flour, 32 Oz | B007SM6NWC | $49,473; Jovial Organic Einkorn All Purpose Flour, 32 Oz, 5 Pack | B00JS3YX9E | $47,513; Jovial Organic Einkorn All Purpose Flour, 32 Oz, 2 Pack | B01N3KS5EM | $37,901; Jovial, Pasta Brown Rice Fusilli Organic, 12 Ounce | B005K0K45Q | $31,667",LUMlNlZE: 60.2%; Whole Foods Market: 31.7%; Amazon.com: 4.6%; Kenovah Shop: 1.3%; SWC 360: 1.2%,6,Third-party resellers,94.8,"No brand account; one third-party seller (LUMlNlZE) at ~60%, Whole Foods ~32%",LUMlNlZE 60.2%; Whole Foods Market 31.7%; Amazon 4.6%; brand direct 0%; monthly rev ~$891k,Who is selling Jovial on Amazon,"Hi {{first_name}},

Saw that Jovial Foods exhibited at FNCE last year.

Looking at your listings, Jovial does roughly $900k a month on Amazon, but we don't see a Jovial seller account anywhere in it. About 60% is sold by a single third-party seller called LUMlNlZE, another 30% or so through Whole Foods Market's Amazon storefront, and Amazon itself is under 5%.

So the einkorn flour and pasta listings, the pricing and the content are effectively being run by a reseller.

We manage Amazon for brands end to end, including strategy, content, advertising, inventory and operations.

Would it make sense to have a quick conversation about taking that back?

Yoni
",,2026-09-25T14:36:48
1 - Confirmed on Amazon,Las Vegas Souvenir & Resort Gift Show 2026,HydraPeak,YES on Amazon (SmartScout),Hydrapeak,901028.28,612.0,4.45,44265.0,Insulated Food Jars,,HydraPeak,,Yes,exact,,,,Not needed,,,,,SmartScout,Hydrapeak,exact,Kitchen & Dining,Insulated Food Jars,896008.92,9601555.91,613,44292,4.46,24.52,1.21,Amazing Deals Online,0,0.078,0.036,True,https://www.amazon.com/stores/HYDRAPEAK/page/0ECE05EB-E2A1-4744-AF86-E913E70AB4A6,"Hydrapeak 25oz Stainless Steel Vacuum Insulated Food Jar (Black) | B09RNFZRWV | $140,787; Hydrapeak 25oz Stainless Steel Vacuum Insulated Food Jar (Navy) | B09RP7Q8W1 | $81,895; Hydrapeak 18oz Stainless Steel Vacuum Insulated Food Jar Kids (Navy) | B0BB3KD2JD | $55,896; Hydrapeak 32oz Stainless Steel Vacuum Insulated Food Jar (Black) | B0CNQ986VR | $51,502; Hydrapeak 25oz Stainless Steel Vacuum Insulated Food Jar (Ivory) | B0CLY1LWNW | $42,912",Amazing Deals Online: 99.4%; Prost Enterprise: 0.1%; WHOLESALES: 0.1%; Mitchell Great Finds: 0.1%; The Grateful Merchant: 0.1%,6,Brand direct,0.4,"Single seller account, big catalog, flat 12-month growth; under-worked catalog",Amazing Deals Online 99.4% (treated as brand's own account); 613 products; 12M MoM +3.6%; monthly rev ~$896k; avg rating 4.46,Hydrapeak's catalog on Amazon,"Hi {{first_name}},

Saw you're exhibiting at the Las Vegas Souvenir & Resort Gift Show next week.

From what we can see, Hydrapeak does roughly $900k a month on Amazon, sold through a single seller account, with over 600 listings and a 4.5 average rating. The food jars carry most of it. Growth over the last 12 months looks close to flat though, which with that catalog size usually means a lot of listings are sitting there without ads, content or inventory attention.

We manage Amazon for brands end to end, including strategy, content, advertising, inventory and operations.

Is it worth a short call on getting more out of the catalog?

Yoni
","seller 'Amazing Deals Online' (460 offers, 99%) assumed to be Hydrapeak's own account; verify",2026-09-25T14:36:48
1 - Confirmed on Amazon,Las Vegas Souvenir & Resort Gift Show 2026,Blue 84/Aksels/Altered Latitudes/Zephyr Headwear,YES on Amazon (SmartScout),Blue 84,779757.59,31040.0,4.55,35109.0,Sports Fan T-Shirts,,Blue 84,,Yes,exact,Reserve Collection by Blue 84 (85 products),,,Not needed,,,,,SmartScout,Blue 84,exact,Sports & Outdoors,Sports Fan T-Shirts,779757.59,21588074.22,31040,35109,4.55,50.46,0.72,Amazon.com,99.6,0.137,-0.367,True,https://www.amazon.com/stores/Blue84CollegeApparel/page/4709319C-9784-4190-B3EB-1A06B83FB7F5,"Blue 84 Men's Ohio State Buckeyes Tri-Blend T-Shirt Vintage Icon Heather Grey, Large | B08YRV9362 | $3,834; Blue 84 Men's Ohio State Buckeyes Tri-Blend T-Shirt Vintage Icon Heather Grey, X-Large | B08YRV4PW7 | $3,576; Ohio State Buckeyes Tri-Blend T-Shirt Vintage Icon Team Color, Large | B09P2SMQ9T | $3,487; Blue 84 Men's Maryland Terrapins Crewneck Sweatshirt Cursive Team Color, Small | B08ZJ8SBY4 | $2,600; Blue 84 NCAA Penn State Nittany Lions Mens T Shirt Line Up, X-Large | B08PPFWJSY | $2,312",Amazon.com: 99.6%; Atlantic Coast Promotional: 0.2%; MOT LLC: 0.0%; JCC Distribution: 0.0%; papayaya.store: 0.0%,6,Amazon 1P,0.4,Amazon 1P ~100% across a huge catalog with negative 12-month trend; hybrid angle,"Amazon 1P 99.6%; 31,040 products; monthly rev ~$780k; 12M MoM -36.7%",Blue 84's Amazon trend,"Hi {{first_name}},

Saw you're exhibiting at the Las Vegas Souvenir & Resort Gift Show next week.

Looking at Blue 84's listings, essentially all of your Amazon revenue, roughly $780k a month, is Amazon selling as the vendor across a catalog of about 30,000 college apparel listings. The trend over the last 12 months looks negative, and with 1P only, the levers to fix that, pricing, ads, content and which SKUs get stocked, mostly sit on Amazon's side.

We manage Amazon for brands end to end, including hybrid 1P/3P setups where specific lines move to Seller Central for control.

Would a 20 minute conversation on the hybrid option be worth your time?

Yoni
","exhibitor lists multiple brands (Aksels, Altered Latitudes, Zephyr Headwear); only Blue 84 queried",2026-09-25T14:36:48
1 - Confirmed on Amazon,FNCE 2025,Fishwife Tinned Seafood Co.,YES on Amazon (SmartScout),Fishwife,776050.17,43.0,4.41,3557.0,Canned & Packaged Sardines,,Fishwife Tinned Seafood,,Yes,exact,,,matched via retry 'Fishwife',Not needed,,,,,SmartScout,Fishwife,exact,Grocery & Gourmet Food,Canned & Packaged Sardines,776050.17,10540501.16,43,3557,4.41,40.18,0.93,,22.1,-0.283,2.089,True,https://www.amazon.com/stores/FishwifeTinnedSeafoodCo/page/A926DD9F-879A-4641-93A0-50E0A5B9D78E,"Fishwife Sardine Quad (Lemon & Hot Pepper) | B0CPTGWQCY | $91,390; Fishwife Smoked Salmon with Fly (3-Pack) | B0CPT9DZ7P | $88,162; Fishwife Sardines with Preserved Lemon (1-Pack) | B0BXYN9W4V | $56,948; Fishwife Albacore Tuna in Olive Oil (1-Pack) | B0CRZ8YBN9 | $50,490; Fishwife Smoked Salmon with Fly (1-Pack) | B0BXYQV5KQ | $46,848",Fishwife Tinned Seafood Co.: 56.8%; Amazon.com: 22.1%; Whole Foods Market: 20.8%; New Life Advisors: 0.3%; Natural Nutrient: 0%,5,Mixed,21.1,"Fast-growing brand with mixed seller base (direct 57%, Amazon 1P 22%, Whole Foods 21%); 1P share rising",Fishwife direct 56.8% (MoM -12.2 pts); Amazon 22.1% (MoM +13.8 pts); Whole Foods 20.8%; monthly rev ~$776k; 12M MoM +209%,Fishwife's Amazon seller mix,"Hi {{first_name}},

Saw that Fishwife exhibited at FNCE last year.

From what we can see, Fishwife is doing roughly $780k a month on Amazon and has grown a lot over the last year. About 55% is through your own account, with the rest split between Amazon as the vendor and Whole Foods Market's Amazon storefront. Amazon's share jumped last month while your direct share dropped, and once 1P takes the Buy Box on the sardine and salmon packs, the pricing moves with it.

We manage Amazon for brands end to end, including hybrid 1P/3P setups decided at the product level.

Open to a short call on keeping control of that mix?

Yoni
",trimmed for length,2026-09-25T14:36:48
1 - Confirmed on Amazon,Las Vegas Souvenir & Resort Gift Show 2026,MasterPieces Inc.,YES on Amazon (SmartScout),MasterPieces,764142.15,2663.0,4.58,99375.0,Jigsaw Puzzles,,MasterPieces,,Yes,exact,European Masterpieces (different),,,Not needed,,,,,SmartScout,MasterPieces,exact,Toys & Games,Jigsaw Puzzles,763197.43,14721414.25,2664,99008,4.58,18.77,2.4,"MasterPieces, Inc.",2.9,-0.009,0.157,True,https://www.amazon.com/stores/MasterPieces/page/6FFD7CF1-3646-4711-A01A-4ECD04EE4BC5,"MasterPieces Puzzle Glue with Wide Plastic Spreader, 2 Pack | B00A8WMDUU | $40,649; MasterPieces 1000 Piece Jigsaw Puzzle Mom's Pantry | B07CPR6HLD | $23,650; MasterPieces NFL Gameday Board Game | B0DN24ZBLZ | $9,438; MasterPieces 1000 Piece Jigsaw Puzzle, National Parks of America | B06XCB5RQX | $7,472; MasterPieces MLB-Opoly Junior | B0716XXQ2J | $6,350","MasterPieces, Inc.: 86.4%; Amazon.com: 2.9%; Angel Seller: 2.1%; Toynk Toys: 1.4%; Zero Pack: 1.2%",6,Brand direct,5.4,"Brand direct with a 2,600-listing long tail; top product is puzzle glue; catalog under-merchandised","MasterPieces, Inc. 86.4%; 2,664 products; monthly rev ~$763k; top ASIN puzzle glue ~$41k/mo; avg rating 4.58",MasterPieces catalog on Amazon,"Hi {{first_name}},

Saw you're exhibiting at the Las Vegas Souvenir & Resort Gift Show next week.

From what we can see, MasterPieces does roughly $760k a month on Amazon, sold direct, across about 2,600 listings with a 4.6 average rating. The top seller is puzzle glue at around $40k a month, and after the first few puzzles the revenue per listing drops off fast. That is a long tail of licensed puzzles and games that mostly isn't being advertised or merchandised.

We manage Amazon for brands end to end, including strategy, content, advertising, inventory and operations.

Is it worth a short call on getting more out of the catalog?

Yoni
",trimmed for length,2026-09-25T14:36:48
1 - Confirmed on Amazon,FNCE 2025,LesserEvil Snacks,YES on Amazon (SmartScout),Lesserevil,704978.97,96.0,4.31,11872.0,Popped Popcorn,,LesserEvil Snacks,,Yes,exact,,,searched 'LesserEvil',Not needed,,,,,SmartScout,Lesserevil,exact,Grocery & Gourmet Food,Popped Popcorn,717270.09,10449783.69,96,11878,4.31,23.63,3.99,,35.2,0.026,0.066,True,https://www.amazon.com/stores/LesserEvilSnacks/page/4348D983-90A0-4492-85AF-7A4A04CF2115,"Lesserevil Organic Real Cheddar Space Balls 10Ct, 6 OZ | B0FRSZS2C3 | $132,075; LESSEREVIL Organic Himalayan Pink Salt Popcorn 10Ct, 4.6 OZ | B0FRSYTMZ5 | $117,733; LesserEvil Himalayan Pink Salt Organic Popcorn, 4.6 Oz, Pack of 3 | B09126PS6Y | $61,231; LesserEvil Himalayan Gold Organic Popcorn, 4.6 Oz, Pack of 3 | B0912QKMD2 | $51,202; Lesserevil Organic Himalayan Gold Popcorn 10Ct, 4.6 OZ | B0FRT2HWX7 | $50,591",Whole Foods Market: 51.2%; Amazon.com: 35.2%; WhyPayMoreOnline: 3.9%; supreme7: 3.0%; TheNewMall: 2.7%,6,Mixed,61.3,No brand seller account; Whole Foods 51% + Amazon 1P 35%; no 3P layer,Whole Foods Market 51.2%; Amazon 35.2%; brand direct 0%; monthly rev ~$717k,LesserEvil's seller mix on Amazon,"Hi {{first_name}},

Saw that LesserEvil exhibited at FNCE last year.

Looking at your listings, LesserEvil does roughly $700k a month on Amazon, and about half of it is sold through Whole Foods Market's Amazon storefront, with another third through Amazon as the vendor. We don't see a LesserEvil seller account in the mix, so there is no 3P layer for pricing, ads or new launches like the Space Balls 10 count.

We manage Amazon for brands end to end, including hybrid 1P/3P setups where the vendor relationship stays and specific products get a direct seller layer.

Would a 20 minute conversation on that be worth your time?

Yoni
",,2026-09-25T14:36:48
